-3.0,-10.0,-3.0,-0.0022541960805273912,-0.0041397032139617578,-0.0033168748708426433
-3.0,-10.0,-2.7000000000000002,-0.0024556845077076334,-0.0044449002059986642,-0.0032382789023314507
-3.0,-10.0,-2.3999999999999999,-0.0026641014387477568,-0.0047448453086434078,-0.0031200304858840281
-3.0,-10.0,-2.1000000000000001,-0.0028762662807893221,-0.0050330410028145804,-0.002959541262106073
-3.0,-10.0,-1.8,-0.0030882796570280134,-0.0053023563206451418,-0.0027554037603696969
-3.0,-10.0,-1.5,-0.0032956070908038231,-0.0055453159336974764,-0.0025076980282893635
-3.0,-10.0,-1.2000000000000002,-0.0034932356718407297,-0.0057544792532764535,-0.0022182343135092012
-3.0,-10.0,-0.89999999999999991,-0.0036759025463002138,-0.0059228860377581018,-0.0018906887923081045
-3.0,-10.0,-0.60000000000000009,-0.0038383828551217828,-0.0060445293699218916,-0.001530595703181391
-3.0,-10.0,-0.30000000000000027,-0.0039758131558668515,-0.0061148049944537023,-0.0011451741807960031
-3.0,-10.0,0.0,-0.0040840170101171273,-0.0061308815502389051,-0.00074299008007097731
-3.0,-10.0,0.29999999999999982,-0.0041597948922269075,-0.0060919416148247172,-0.00033347830702335304
-3.0,-10.0,0.59999999999999964,-0.0042011426142505946,-0.0059992588382439425,7.3625740975033041e-05
-3.0,-10.0,0.89999999999999991,-0.0042073712641760401,-0.0058560992339598264,0.0004688815246681809
-3.0,-10.0,1.2000000000000002,-0.0041791156451427463,-0.0056674602003595987,0.00084369731195925327
-3.0,-10.0,1.5,-0.0041182344042866676,-0.0054396835107917265,0.0011907827921454784
-3.0,-10.0,1.7999999999999998,-0.0040276199387989002,-0.0051799935998638972,0.00150445877786328
-3.0,-10.0,2.0999999999999996,-0.0039109467573474341,-0.004896017432421235,0.0017808062409262707
-3.0,-10.0,2.3999999999999995,-0.0037723915738964958,-0.0045953372373481252,0.0020176607243085312
-3.0,-10.0,2.7000000000000002,-0.0036163569691621982,-0.0042851149207992741,0.002214477227646314
-3.0,-10.0,3.0,-0.003447224313984666,-0.0039718108089460977,0.0023721021923533078
-3.0,-9.0,-3.0,-0.002088338075352194,-0.0044553378306514983,-0.0034749145593172734
-3.0,-9.0,-2.7000000000000002,-0.00228873577420092,-0.0047941403339900662,-0.0033943925871554063
-3.0,-9.0,-2.3999999999999999,-0.0024977022841240911,-0.0051283500819753972,-0.0032708159007923975
-3.0,-9.0,-2.1000000000000001,-0.0027121370409580281,-0.0054506156931443924,-0.0031011420260456074
-3.0,-9.0,-1.8,-0.0029281356700836367,-0.0057527881156095801,-0.0028836362545472042
-3.0,-9.0,-1.5,-0.0031410605788954817,-0.006026250942283401,-0.0026182364682279832
-3.0,-9.0,-1.2000000000000002,-0.0033456935616858799,-0.0062623643181017163,-0.0023068470170045127
-3.0,-9.0,-0.89999999999999991,-0.0035364718207288736,-0.0064529955509549375,-0.0019535089132970045
-3.0,-9.0,-0.60000000000000009,-0.0037077959130409122,-0.0065910892599183998,-0.0015644006201368551
-3.0,-9.0,-0.30000000000000027,-0.0038543842690397919,-0.0066712140078863287,-0.0011476416199039041
-3.0,-9.0,0.0,-0.0039716372098045341,-0.0066900157912106167,-0.00071289799503987199
-3.0,-9.0,0.29999999999999982,-0.0040559670489545363,-0.0066465148718701161,-0.00027082061980167777
-3.0,-9.0,0.59999999999999964,-0.0041050522149839088,-0.0065422016052690719,0.00016762463956004436
-3.0,-9.0,0.89999999999999991,-0.0041179828508471497,-0.0063809158950050874,0.00059185612060268082
